"cpg","seqnames","start","end","GREAT_annotation","UCSC_RefGene_Group","UCSC_RefGene_Accession","UCSC_RefGene_Name","Relation_to_Island","state","estimate","se","pVal.fixed","pVal.random","pValQ","direction","pVal.final","fdr","GASPARONI_estimate","GASPARONI_se","GASPARONI_pValue","GASPARONI_fdr","LONDON_estimate","LONDON_se","LONDON_pValue","LONDON_fdr","MtSinai_estimate","MtSinai_se","MtSinai_pValue","MtSinai_fdr","ROSMAP_estimate","ROSMAP_se","ROSMAP_pValue","ROSMAP_fdr","isDEJager","isMtSinai","isLunnon","isGasparoni","isAnyPreviousStudy","isGasparoniNeuron","isGasparoniGlia","isGasparoniGeneNeuron","isGasparoniGeneGlia","isDEJager_gene","isMtSinai_gene","isLunnon_gene","isGasparoni_gene","isAnyPreviousStudy_gene"
"cg26200585","chr19",40919245,40919246,"PRX (+27)","1stExon;5'UTR","NM_020956;NM_181882","PRX","OpenSea","Quiescent/Low",0.0133631648525164,0.00327072405121442,4.39460036461398e-05,0.00698189360560642,0.0582332032941582,"++++",4.39460036461398e-05,0.0102036914957363,0.0471987705999436,0.0146565838879301,0.00235166024335414,0.999927573044146,0.016524767734266,0.006694411427828,0.0154383489261926,0.518707581984433,0.00409481006374775,0.00670540214058486,0.542533587888692,0.9279546,0.0128679587018228,0.00475281965078121,0.00695682280300943,0.657684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg05210497","chr11",65121660,65121661,"TIGD3 (-577)","TSS1500","NM_145719","TIGD3","N_Shore","Active TSS",0.0315569948842451,0.00772546924404682,4.4114843576609e-05,0.000464498381529056,0.246413265250496,"++++",4.4114843576609e-05,0.0102376195308385,0.0215231475378625,0.0186148630643518,0.253555076269041,0.999927573044146,0.0175094580352943,0.0118677042162822,0.143560198318027,0.787110747452171,0.0494143488261074,0.0206772008805293,0.0183634823624328,0.5308943,0.051178590626259,0.0150239752756237,0.000698228439096019,0.3779011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg26065247","chr7",37734052,37734053,"NME8 (-154146); GPR141 (+10578)",NA,NA,NA,"OpenSea","Quiescent/Low",-0.021313776314023,0.00521825930496992,4.4179256515266e-05,4.4179256515266e-05,0.487034106545297,"----",4.4179256515266e-05,0.0102472910087584,-0.0134405712026552,0.0244861096735067,0.585724687844878,0.999927573044146,-0.0302954512846498,0.0105375788000573,0.00503048652847794,0.388093414472813,-0.0331617867101193,0.0135804639892936,0.0160334694833011,0.5171811,-0.0149149253844956,0.00696257132414732,0.0325477472443259,0.8415957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg00001099","chr8",87081553,87081554,"PSKH2 (+372)","Body","NM_033126","PSKH2","N_Shore","Weak Repressed PolyComb",0.0284696693211245,0.00697206838441432,4.43835801755223e-05,4.43835801755223e-05,0.60009337978146,"++++",4.43835801755223e-05,0.0102893878578207,0.0217551896242172,0.0247351806666704,0.383688815573741,0.999927573044146,0.0150210775306802,0.0137828166716866,0.278660799819937,0.864433049503778,0.026253612215452,0.0162148081872853,0.107963559826876,0.72254288224205,0.0376082224568664,0.0100656256399588,0.000202987670798252,0.2533257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg06157335","chr1",53164003,53164004,"FAM159A (+64988); ECHDC2 (+223435)","1stExon;5'UTR","NM_023077","C1orf163","Island","Active TSS",-0.0167120836525611,0.00409341523964263,4.45202828741876e-05,0.000623214339107773,0.312164651104862,"+---",4.45202828741876e-05,0.0103157729996527,0.00290984527827756,0.013460417684838,0.829804855913317,0.999927573044146,-0.02276418419211,0.00570981395516196,0.000134999834888897,0.122145452328821,-0.0119044175041767,0.00885909172602946,0.181482466228448,0.7888811,-0.0152157379175772,0.00964658963249841,0.115203752808238,0.947547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg14171824","chr1",2006656,2006657,"PRKCZ (+24748); C1orf86 (+119556)","5'UTR;Body","NM_001033581;NM_002744","PRKCZ","S_Shore","Active TSS",0.0337293124609003,0.0082622249255452,4.45821564134696e-05,4.45821564134696e-05,0.508030548450923,"++++",4.45821564134696e-05,0.0103248013060845,0.0196983338422191,0.0227751465872386,0.391579246657045,0.999927573044146,0.035659750575491,0.0147305440208599,0.0174716675054503,0.534289134078996,0.0634052530793547,0.0228562639853919,0.0064140481874186,0.4223416,0.0274933419408175,0.0127017306210336,0.0307827759907202,0.834945847495775,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"cg07512993","chr16",66582592,66582593,"CKLF (-3877); TK2 (+1722)","Body","NM_004614","TK2","N_Shore","Enhancers",-0.0162275505448678,0.00397542102516679,4.46555049698727e-05,0.000577238887787993,0.25676267303142,"----",4.46555049698727e-05,0.0103364764778107,-0.0154213769009778,0.0195465319276839,0.434184637215653,0.999927573044146,-0.0251345680642247,0.00708638691346062,0.000618464542355375,0.203528344983521,-0.0233271887058332,0.0100312748330491,0.0216726052287574,0.5475493,-0.0082482231970775,0.00569742553866704,0.14817501231896,0.9607688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg11589932","chr17",1173767,1173768,"BHLHA9 (-85)","TSS200","NM_001164405","BHLHA9","Island","Weak Repressed PolyComb",-0.0189565924196116,0.00464416828309815,4.46871556219412e-05,4.46871556219412e-05,0.850263639891109,"----",4.46871556219412e-05,0.0103384927412312,-0.00802576012572121,0.0188402563273457,0.672101878887437,0.999927573044146,-0.0245894766672747,0.00921483527886027,0.00902174435922508,0.452810174065797,-0.015458148774052,0.0123668185354275,0.213664536899062,0.8099309,-0.0184545611513934,0.00629544155771067,0.00349147268204713,0.5814651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg24402667","chr17",36612623,36612624,"ARHGAP23 (+27962); SRCIN1 (+149559)","TSS1500","NM_020876","ARHGAP23","S_Shelf","Enhancers",0.0181047863548632,0.00443595400708611,4.47702894888856e-05,0.00199071859478306,0.132541233159071,"++++",4.47702894888856e-05,0.0103524116035934,0.0257534489841161,0.015751189745499,0.108871450039162,0.999927573044146,0.0127831267201329,0.00874688319722901,0.147336758703429,0.790102400244522,0.0413562282568593,0.0113260093184381,0.000383025118621676,0.2054663,0.012606442994742,0.00621102779738408,0.0427908647864486,0.8681469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg10147507","chr3",57113767,57113768,"ARHGEF3 (-432)","TSS1500","NM_001128615","ARHGEF3","Island","Flanking Active TSS",0.015456007310939,0.00378720614698276,4.48210113155297e-05,4.48210113155297e-05,0.649378372995961,"++++",4.48210113155297e-05,0.0103588252690391,0.0115270482390592,0.0162816922050483,0.482532190332712,0.999927573044146,0.0189428378470711,0.00709273243854184,0.00896538045806969,0.452178756617224,0.0222040790488244,0.00841698305377695,0.00940790785750613,0.4621284,0.0107700671439315,0.0055940787458311,0.0546279447439268,0.8882729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg14621323","chr5",176827161,176827162,"PFN3 (+475)","1stExon;3'UTR","NM_001029886","PFN3","Island","Repressed PolyComb",0.014849109743166,0.00363891818266001,4.49121527481321e-05,4.49121527481321e-05,0.815823246117087,"++++",4.49121527481321e-05,0.0103623721730568,0.0245328320016018,0.012373152411231,0.0533859667148376,0.999927573044146,0.0119126453031901,0.00652174411375771,0.0710379718578333,0.699455962119988,0.0185537960765907,0.0111979090427783,0.100068203188933,0.7133521,0.0142155742678866,0.00516391093296989,0.00607071337309646,0.644859101265233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg10661769","chr6",30881484,30881485,"VARS2 (-623)","Body;TSS1500","NM_001167733;NM_001167734;NM_001517;NM_020442","GTF2H4;VARS2","N_Shore","Flanking Active TSS",0.0255621190941253,0.0062643733970481,4.49283302294401e-05,0.00652663213094992,0.119103037228206,"++++",4.49283302294401e-05,0.0103623721730568,0.00687670265366598,0.0176315179524479,0.698319487139614,0.999927573044146,0.0393296603001771,0.0101621122723321,0.000204269931098195,0.138727935324512,0.0387013324752086,0.0150069019969018,0.0110792871278388,0.4788,0.00940474179626935,0.0110823929201461,0.396401777652353,0.990973927588464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg26516710","chr16",2569911,2569912,"AMDHD2 (-479)","3'UTR;TSS1500","NM_001145815;NM_001694;NM_015944","AMDHD2;ATP6V0C","Island","Active TSS",0.0249904896913693,0.00612409603099697,4.49037140045706e-05,0.000592269093301,0.211925711240872,"++++",4.49037140045706e-05,0.0103623721730568,0.0550114786295633,0.0184309501593191,0.00453376543036203,0.999927573044146,0.0294253008987111,0.0113244671669201,0.0109254900847251,0.477317788793377,0.0303310181989413,0.0170558752503925,0.0777999660120889,0.6817324,0.0136712090926268,0.00894985146108013,0.12710935796369,0.9521102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg15006828","chr20",45081360,45081361,"ELMO2 (-46105); ZNF334 (+60832)",NA,NA,NA,"OpenSea","Weak transcription",0.0248447076528027,0.00608836006652187,4.49022836387699e-05,4.49022836387699e-05,0.523716203614178,"-+++",4.49022836387699e-05,0.0103623721730568,-0.00689185734069862,0.022739579540732,0.763197179279765,0.999927573044146,0.026358556920888,0.0120849271747298,0.0317533519431627,0.605964571029065,0.0314370084681534,0.0126849651802668,0.0145461313428715,0.5086196,0.0256827135645283,0.00913573607139228,0.00508228300959627,0.6260487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg14652095","chr6",26018185,26018186,"HIST1H4A (-3721); HIST1H3A (-2532); HIST1H1A (-146)","TSS200","NM_005325","HIST1H1A","N_Shelf","Flanking Active TSS",0.0202193747606197,0.00495524270950863,4.49581737914449e-05,4.49581737914449e-05,0.396694503173269,"++++",4.49581737914449e-05,0.0103639513930739,0.00507407926193368,0.0191717183187957,0.792450005373861,0.999927573044146,0.0155886126632628,0.0104855500365274,0.140557132697166,0.784662184717038,0.0372805204754044,0.0118303284358028,0.00203834658281215,0.3281051,0.018446819448513,0.00677833149215914,0.00667203845292428,0.6516775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg11804789","chr20",24929716,24929717,"CST7 (-149)","TSS200","NM_003650","CST7","OpenSea","Quiescent/Low",-0.0325595154877527,0.00798056319017298,4.50644122835682e-05,0.000240548030193724,0.307660816985285,"----",4.50644122835682e-05,0.0103831308823605,-0.023372496794108,0.0236465833241698,0.328123135208045,0.999927573044146,-0.0483608727406985,0.0138133536184906,0.00072007524475273,0.215488961618209,-0.0423198396188688,0.0173431111659275,0.0160947700072414,0.5172934,-0.0140769071358944,0.0136751593403287,0.30368092271458,0.9866219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg20204986","chr11",32448067,32448068,"WT1 (+9108); RCN1 (+335618)","Body","NM_000378;NM_024424;NM_024425;NM_024426","WT1","N_Shore","Repressed PolyComb",0.0156057366455107,0.0038253789048591,4.51274224891053e-05,0.00171235958871324,0.208341572348321,"++++",4.51274224891053e-05,0.0103923357845056,0.0158732747847244,0.0187127850420188,0.400686675231846,0.999927573044146,0.00528129606013695,0.00726743182155011,0.469270510608528,0.922706476716072,0.0290049689592527,0.00843234972201415,0.000793819473375482,0.2510925,0.0157988485780643,0.00554846561763504,0.00454510923262462,0.6140775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg19983801","chr3",195538730,195538731,"MUC4 (+417)","1stExon;5'UTR","NM_004532;NM_018406;NM_138297","MUC4","OpenSea","Weak Repressed PolyComb",0.0212125405474851,0.00520027674843911,4.520696024447e-05,4.520696024447e-05,0.92820805484096,"++++",4.520696024447e-05,0.0104053354485069,0.0135293846508632,0.0239726605367663,0.575245942470719,0.999927573044146,0.0246629118222911,0.00855874889348216,0.00493491176574957,0.386420649577479,0.0238925207097357,0.0132543821876833,0.0738976342996364,0.6766941,0.0181304540362316,0.00793187352923668,0.0225851761351559,0.805006956590848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg05206657","chr15",70328301,70328302,"TLE3 (+62213); RPLP1 (+583179)",NA,NA,NA,"S_Shore","Quiescent/Low",-0.0323956186053926,0.00794257856729139,4.52827543208454e-05,0.000488812022530853,0.286327051018189,"+---",4.52827543208454e-05,0.0104174605939495,0.00159922258455984,0.0234055318580554,0.945821720985346,0.999927573044146,-0.0408678981166962,0.0172712180065305,0.0200908399329353,0.550599967135987,-0.0553352577757247,0.0197398158828582,0.00587368579576047,0.4150824,-0.0292851616110075,0.0111059049230773,0.00856455963877317,0.6878145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg12436568","chr1",202130728,202130729,"PTPN7 (-20)","TSS1500","NM_002832","PTPN7","OpenSea","Quiescent/Low",-0.0222758203762132,0.00546227281797613,4.5400748586564e-05,4.5400748586564e-05,0.713754319081595,"----",4.5400748586564e-05,0.010439276719005,-0.00953620297054015,0.0239430219612748,0.692261033278402,0.999927573044146,-0.0267333671086412,0.00944905164930249,0.00574043140392507,0.40387247184588,-0.0297506889199671,0.0119697098077554,0.0142688011089572,0.5068197,-0.0163992226846863,0.00857747821517111,0.0563245678268907,0.891381806582978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg10120764","chr1",116467163,116467164,"NHLH2 (-80626); SLC22A15 (-51955)",NA,NA,NA,"OpenSea","Quiescent/Low",0.0308005242588136,0.00755342675596918,4.54855761874723e-05,4.54855761874723e-05,0.940464532770335,"++++",4.54855761874723e-05,0.0104534482653182,0.0189195432504522,0.0269588710407013,0.486344129337711,0.999927573044146,0.0288004318297033,0.0142310472633172,0.0459261470493338,0.649407299930897,0.0380498264488407,0.0168596892387093,0.0257677712753511,0.564037,0.0308940803212078,0.0113993989185419,0.00690080305601987,0.6560518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg03753942","chr8",61926269,61926270,"CLVS1 (-274244); CHD7 (+334933)",NA,NA,NA,"OpenSea","Weak transcription",0.0237494019158156,0.00582538976332456,4.56444749397591e-05,4.56444749397591e-05,0.584034187558749,"++++",4.56444749397591e-05,0.0104792785244401,0.0192661645040717,0.0222688380653923,0.391439268565946,0.999927573044146,0.0213168014138909,0.0121593751955704,0.0829495761599097,0.72012472920455,0.0379972761717141,0.0118654032047752,0.00173219179518513,0.3130254,0.0181765151206556,0.00857967966154569,0.0345028839209147,0.8475648,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg14063191","chr9",131486742,131486743,"ZDHHC12 (-358)","TSS1500","NM_032799","ZDHHC12","Island","Active TSS",0.0297610006576208,0.00729983673278065,4.56321465060806e-05,4.56321465060806e-05,0.793424583150471,"++++",4.56321465060806e-05,0.0104792785244401,0.0392395378204982,0.0203373915598363,0.0598593312494652,0.999927573044146,0.0236346983822767,0.0124454188823467,0.0607235226100789,0.681943093589945,0.0411555227119931,0.0165600961179039,0.0142793111723574,0.5068197,0.0257720222230326,0.0126535618452358,0.0420764499001429,0.8661419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg25013303","chr1",10961257,10961258,"TARDBP (-111441); CASZ1 (-104553)",NA,NA,NA,"OpenSea","Weak Repressed PolyComb",0.0172783729048729,0.0042385291105438,4.57182389025244e-05,4.57182389025244e-05,0.862668970099641,"++++",4.57182389025244e-05,0.0104882432196009,0.0148562911180037,0.0171264514905845,0.390199836344759,0.999927573044146,0.0195607645151812,0.0079808913458324,0.0161589722990248,0.524532679799519,0.0246724458807322,0.0115803455419103,0.0351015970129747,0.5952861,0.0144357577604865,0.00586237551608595,0.0140550122020548,0.7456348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg07696516","chr4",41614958,41614959,"PHOX2B (+136028); LIMCH1 (+252155)","1stExon;5'UTR;Body","NM_001112717;NM_001112718;NM_001112719;NM_001112720;NM_014988","LIMCH1","OpenSea","Active TSS",0.0334013323531873,0.00819374661433651,4.5730066958486e-05,4.5730066958486e-05,0.742589462403088,"++++",4.5730066958486e-05,0.0104882432196009,0.0119828935856755,0.0263122912831944,0.650956373777485,0.999927573044146,0.0430453856422868,0.0143067670621415,0.00339287271580615,0.349881116566514,0.0368258532916522,0.0202752148054508,0.0717401644437268,0.6725973,0.0294042811585189,0.0127699814457226,0.0216124647699259,0.8001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg07813031","chr1",61298421,61298422,"C1orf87 (-758980); NFIA (-249112)",NA,NA,NA,"OpenSea","Quiescent/Low",-0.0300775958002231,0.00737892411804417,4.57876418040391e-05,4.57876418040391e-05,0.644413134678001,"----",4.57876418040391e-05,0.0104961065463049,-0.014618026630692,0.0218211735497339,0.506269962673333,0.999927573044146,-0.029989445354851,0.0161456437690765,0.066483848129096,0.692815370059288,-0.0461172337703191,0.0157174844839177,0.0039861007332203,0.3804118,-0.026245207546438,0.0109227205986302,0.0165460179605905,0.7721689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg25045942","chr6",33048291,33048292,"HLA-DPA1 (+195)","Body","NM_002121","HLA-DPB1","N_Shore","Active TSS",0.0377478580815691,0.00926183007862686,4.5888540408252e-05,0.00253534826989421,0.0912360722769126,"++++",4.5888540408252e-05,0.0105138881283625,0.0830005572278597,0.0267072565389771,0.00322795591204106,0.999927573044146,0.0318019807746182,0.015175205303696,0.0388898590656612,0.628434240258605,0.0637187201149397,0.0222750063231234,0.00496443915022909,0.4004286,0.0146661908908762,0.0160174931221966,0.360193866190911,0.989602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg26125503","chr14",39792755,39792756,"CTAGE5 (+56428); FBXO33 (+108948)","Body","NM_005930;NM_203354;NM_203355;NM_203356","CTAGE5","OpenSea","Weak transcription",0.0439605285434432,0.0107881791759741,4.60382092367044e-05,4.60382092367044e-05,0.817489531233908,"+++.",4.60382092367044e-05,0.0105428200954023,0.0434251862938398,0.0218169111371482,0.0525040411698342,0.999927573044146,0.049268126669633,0.0148185829019091,0.00127674826937603,0.2642787983625,0.0320648200556209,0.0227195624534543,0.160651267899014,0.7727779,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg02855203","chr11",62569427,62569428,"TMEM223 (-9935); NXF1 (+4346)","Body","NM_001081491;NM_006362","NXF1","N_Shelf","Strong transcription",-0.0316423129446341,0.00776553255535949,4.60712184985283e-05,4.60712184985283e-05,0.467311783532398,"----",4.60712184985283e-05,0.0105450210242886,-0.0235061639982791,0.0291540293092678,0.424233172152747,0.999927573044146,-0.0470953889614243,0.0124280332897836,0.000270926148939939,0.153434615274703,-0.0222512976618983,0.0157219028467827,0.159485487906793,0.7718259,-0.0209013563595445,0.0143057885446804,0.14448201303659,0.9591987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg09062708","chr1",61649907,61649908,"NFIA (+102374); TM2D1 (+541187)","Body","NM_001134673;NM_001145511;NM_001145512;NM_005595","NFIA","OpenSea","Active TSS",0.0351031952064337,0.00861624797013677,4.61986353852363e-05,4.61986353852363e-05,0.549859933989606,"++++",4.61986353852363e-05,0.010568817260021,0.0251649956945564,0.0307973959003228,0.4180750879698,0.999927573044146,0.0483124615798727,0.0164378541624763,0.00417141670528474,0.370239309081596,0.0491449834269629,0.020013401306162,0.0154504725872043,0.5147974,0.0232881306465138,0.0126816332717323,0.0667550727120197,0.9051174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg23813732","chr2",102392841,102392842,"IL1R2 (-215464); MAP4K4 (+78299)","Body","NM_004834;NM_145686;NM_145687","MAP4K4","OpenSea","Enhancers",0.0347889246228337,0.00854084282428723,4.63630911671528e-05,0.00368454839030876,0.170872576201373,"+++.",4.63630911671528e-05,0.0106010584027177,0.0254474383319908,0.0209720118798288,0.231170885283112,0.999927573044146,0.0534099680324972,0.0131421338135352,0.000102220181918355,0.114059758582973,0.019453245440026,0.0133093634470295,0.146374676515132,0.7606183,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg08425796","chr22",50981121,50981122,"TYMP (-12678); SYCE3 (+20212)",NA,NA,NA,"N_Shore","Weak Repressed PolyComb",-0.0316980682162012,0.00778571133334882,4.67488715981176e-05,4.67488715981176e-05,0.401135943121637,"+---",4.67488715981176e-05,0.0106838477218467,0.00766605791089217,0.024296670428146,0.753794779502024,0.999927573044146,-0.0371265167830512,0.0131958634483334,0.00600457567798877,0.409225753840718,-0.0365628840997202,0.0163626911983949,0.027239439430269,0.569586,-0.0349537715019913,0.0137035695688625,0.010976147874998,0.7219607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg20139336","chr6",10495435,10495436,"TFAP2A (-79966); GCNT2 (-33153)",NA,NA,NA,"OpenSea","Quiescent/Low",-0.0315921767600792,0.00776032189839677,4.68141758899076e-05,4.68141758899076e-05,0.701736492414816,"----",4.68141758899076e-05,0.0106879324818562,-0.0151684910650499,0.0248563136046142,0.54470143039097,0.999927573044146,-0.0249177214283228,0.0150536134114725,0.101315659879486,0.744228273357953,-0.0473927193008648,0.0179284004332148,0.00926628369533948,0.4604048,-0.0325139138370047,0.0115759449773921,0.00512124928660995,0.6260575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg23824183","chr8",124285055,124285056,"ZHX1 (+1679); TBC1D31 (+200136)","5'UTR","NM_001017926;NM_007222","ZHX1","N_Shore","Active TSS",0.0252249435630099,0.00619611443738069,4.67935337693054e-05,4.67935337693054e-05,0.54704205755039,"++++",4.67935337693054e-05,0.0106879324818562,0.0226226879297056,0.0277647333860561,0.419385701351525,0.999927573044146,0.0300266937697035,0.0111343008082288,0.00834217845020776,0.445409883939892,0.0369722582802404,0.0127915906352121,0.00455018978811882,0.3918275,0.0150897420818241,0.0097256437137284,0.121253463455759,0.9496034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg24919768","chr2",110873031,110873032,"MALL (+1111); LIMS3 (+217027)","Body","NM_005434","MALL","Island","Bivalent/Poised TSS",0.030220220502502,0.00742405515878195,4.6895960059131e-05,0.00387273618028398,0.113173821383557,"++++",4.6895960059131e-05,0.0107011831896956,0.0117637942345558,0.0148593934282479,0.432614345486741,0.999927573044146,0.0469362555360439,0.0134298349136353,0.000734721295724202,0.217079268073681,0.0518650378274607,0.0174601678932147,0.00357137310180372,0.371323,0.0134984468613931,0.0144492243457371,0.350544607477554,0.989299565379367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg27459529","chr10",49892943,49892944,"ARHGAP22 (-79947); WDFY4 (-24807)","TSS1500","NM_020945","WDFY4","OpenSea","Quiescent/Low",-0.0301039736165257,0.00739646003773984,4.70027367913784e-05,0.000546432469813868,0.278215453750931,"----",4.70027367913784e-05,0.0107188332268209,-0.0105864892578418,0.0246878190608164,0.67005993635781,0.999927573044146,-0.0512154728365489,0.0147382806409741,0.000784560188770025,0.224270286097784,-0.0444451345441757,0.0236515412795799,0.0625694343455628,0.6579959,-0.0212422939230724,0.00987877484114251,0.0318960190103326,0.8394881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg19057830","chr10",77165673,77165674,"ZNF503 (-4010)","Body","NR_024421;NR_024422","C10orf41","Island","Repressed PolyComb",0.0192782538310134,0.00473671632757791,4.70208759958393e-05,4.70208759958393e-05,0.556770807566615,"-+++",4.70208759958393e-05,0.0107188332268209,-0.00131770375524729,0.0202168260598912,0.948314267348531,0.999927573044146,0.0111496211485739,0.0106146186629157,0.296314659124932,0.87091490875896,0.0230862784878418,0.0114686561468688,0.0462814296552566,0.6242808,0.0229274593340856,0.00624447573025861,0.000260587885966783,0.2848674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg05185634","chr14",24804750,24804751,"ADCY4 (-474)","TSS1500","NM_139247","ADCY4","S_Shore","Repressed PolyComb",0.0139740885209083,0.00343437007978337,4.72367879390565e-05,4.72367879390565e-05,0.811330076301707,"++++",4.72367879390565e-05,0.0107626083945573,0.00498431173133452,0.0174941396462729,0.776989466104858,0.999927573044146,0.0145995682800009,0.00745499766616784,0.0532503172616968,0.665840182773552,0.018945975967614,0.00692426246078876,0.0071287965764921,0.4321961,0.0119682396353054,0.00484133419151429,0.0136845929131765,0.7437091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg22251148","chr11",16631866,16631867,"SOX6 (-133932); C11orf58 (-128081)",NA,NA,NA,"N_Shore","Repressed PolyComb",0.0279739441427978,0.00687527591470016,4.72611531830149e-05,4.72611531830149e-05,0.463404472646649,"++++",4.72611531830149e-05,0.0107627186512154,0.0337174747036682,0.0173916262701756,0.0586851851501306,0.999927573044146,0.0281583089670757,0.0103940413144526,0.00806150432300678,0.441568436388865,0.0478062595506449,0.0179404395471288,0.00873871261013224,0.4536705,0.0129699316398986,0.0135010852383752,0.33707733462584,0.9887464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg23843705","chr1",12270775,12270776,"TNFRSF1B (+43716); DHRS3 (+406961)",NA,NA,NA,"OpenSea","Quiescent/Low",-0.0300075434082451,0.00737543913002174,4.7301091436625e-05,0.00168057144402267,0.173472716055802,"----",4.7301091436625e-05,0.0107663734258591,-0.0191906032432108,0.0302032534804061,0.528327596220715,0.999927573044146,-0.045119755534008,0.0136719231746274,0.00138075439531116,0.26767267451669,-0.0548513123543525,0.0193454074439074,0.005346754150196,0.4072164,-0.0153965794878678,0.0103889515948762,0.138815829142401,0.9567429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg25666403","chr22",30662994,30662995,"OSM (-166)","TSS200","NM_020530","OSM","OpenSea","Quiescent/Low",-0.0289314134107372,0.00711183744173842,4.74052612010545e-05,0.000214866591802881,0.32997536090399,"----",4.74052612010545e-05,0.0107846370983267,-0.000763986779556786,0.0296606120745089,0.979562083443353,0.999949167461476,-0.048812104763042,0.0141041605356384,0.000821911123025683,0.228710975853158,-0.0305247074750109,0.0169712908728615,0.0745132297990615,0.6775883,-0.0216844353901086,0.00993279257500409,0.0293804768558317,0.8317446,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg25503381","chr15",39871923,39871924,"THBS1 (-1370)","TSS1500","NM_003246","THBS1","N_Shore","Active TSS",0.0370019324861673,0.00909604162418483,4.74354911858706e-05,4.74354911858706e-05,0.436989415897096,"++++",4.74354911858706e-05,0.0107860696216913,0.00708690164212895,0.0249688003906759,0.777814096496739,0.999927573044146,0.0545725299717211,0.0162090849647246,0.00111571582141883,0.252649620191571,0.0311384406497547,0.0177937705259555,0.0825983618614196,0.6891619,0.0368958952606793,0.0168601567738429,0.0289956463917457,0.8297494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cg19803229","chr1",2005320,2005321,"PRKCZ (+23412); C1orf86 (+120892)","1stExon;5'UTR;Body","NM_001033581;NM_002744","PRKCZ","Island","Active TSS",0.0167827088084387,0.00412648652671677,4.76079828458232e-05,4.76079828458232e-05,0.730823673654293,"++++",4.76079828458232e-05,0.0108143788654442,0.0179406084122787,0.0142101250875813,0.213123778308169,0.999927573044146,0.0180496922875809,0.00651686428560883,0.0068007309143155,0.423338412057944,0.0248358024500588,0.0101824572041231,0.0161404815785472,0.5173229,0.0112813974109986,0.00697007537309842,0.106024605419253,0.941660480609555,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"cg01487910","chr6",35453938,35453939,"TEAD3 (+10914); RPL10A (+17754)","Body","NM_003214","TEAD3","Island","Weak transcription",0.0324940027693908,0.00799016187699552,4.76730321902059e-05,4.76730321902059e-05,0.639047128387112,"++++",4.76730321902059e-05,0.0108236996384489,0.00159630652506522,0.0268595454949507,0.952865768741118,0.999927573044146,0.0313190281855578,0.0136680364124053,0.0242478484064142,0.572643126445154,0.0344503729660683,0.0158951028052337,0.0321186492144269,0.584975464471257,0.0408246593110889,0.0141897299513935,0.00414427233968705,0.599932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
